District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Kasaragod,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Kasaragod,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
Kasaragod,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,4. Total,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2
Kasaragod,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
Kasaragod,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4
Kasaragod,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,5
Kasaragod,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Kasaragod,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,4. Total,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Kasaragod,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,2. 15-55 yrs.,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
Kasaragod,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,3. Above 55 yrs.,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8
Kasaragod,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,4. Total,2,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,10
Kasaragod,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,2. 15-55 yrs.,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2
Kasaragod,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,3. Above 55 yrs.,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3
Kasaragod,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,4. Total,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,5
Kasaragod,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasaragod,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Kasaragod,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,4. Total,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Kollam,1.1,Total number of pregnant women Registered for ANC,TOTAL,3208,3182,2997,2844,2694,2772,3349,2724,2621,3149,2638,2345,34523
Kollam,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,2769,2658,2475,2352,2282,2367,2855,2275,2178,2574,2216,1983,28984
Kollam,1.2,Number of Pregnant women registered under JSY,TOTAL,1783,1745,1592,1545,1522,1568,1820,1406,1352,1643,1376,1270,18622
Kollam,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,2646,2809,2838,2868,2854,2777,2788,2705,2643,2671,2545,2516,32660
Kollam,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,2604,2660,2556,2438,2390,2512,2585,2499,2405,2621,2587,2745,30602
Kollam,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,2271,2512,2236,2103,2142,2117,2168,2149,2352,2206,2272,2330,26858
Kollam,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,3183,3562,2973,2838,2696,2616,2892,2581,2619,3040,2516,2679,34195
Kollam,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,64,60,60,55,40,50,70,61,40,78,86,68,732
Kollam,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,581,495,439,579,591,572,496,497,632,505,542,648,6577
Kollam,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,26,18,8,24,9,8,13,9,7,2,12,10,146
Kollam,1.8,Number of pregnancy test kits used at SC level,TOTAL,1093,1771,1981,2038,2327,2374,2524,2909,2649,2397,2354,2450,26867
Kollam,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,0,1,0,0,0,0,0,1,0,0,0,0,2
Kollam,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,1,1,0,2,5,2,2,4,6,1,1,2,27
Kollam,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,1,2,0,2,5,2,2,5,6,1,1,2,29
Kollam,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,1,2,0,2,5,2,2,5,6,1,1,1,28
Kollam,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,0,0,2,0,0,0,0,0,0,0,0,0,2
Kollam,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,1397,1326,1228,1180,1170,1269,1370,1269,1197,1116,1069,1177,14768
Kollam,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,1363,1212,886,949,308,622,949,851,648,421,519,1766,10494
Kollam,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,133,268,57,87,925,321,624,180,465,21,35,65,3181
Kollam,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,1685,1769,1700,1604,1528,1560,1675,1574,1542,1428,1397,1353,18815
Kollam,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,774,773,660,660,649,741,714,699,627,592,569,635,8093
Kollam,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,774,773,660,660,649,741,714,699,627,592,569,635,8093
Kollam,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,967,988,910,882,880,921,948,892,884,796,784,755,10607
Kollam,4.1.1.a,Number of male live births,TOTAL,1317,1363,1295,1286,1209,1226,1310,1213,1176,1157,1100,1145,14797
Kollam,4.1.1.b,Number of female live births,TOTAL,1356,1292,1276,1158,1138,1207,1308,1246,1171,1064,1051,1077,14344
Kollam,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,2673,2655,2571,2444,2347,2433,2618,2459,2347,2221,2151,2222,29141
Kollam,4.1.2,Number of still births,TOTAL,7,4,1,1,3,5,2,6,6,4,3,3,45
Kollam,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,109,85,93,103,65,68,62,81,63,74,67,61,931
Kollam,4.2.1,Number of Newborns weighed at birth,TOTAL,2673,2655,2571,2443,2347,2432,2618,2459,2345,2221,2151,2221,29136
Kollam,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,215,191,201,167,181,191,177,221,206,168,186,195,2299
Kollam,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,2665,2652,2568,2437,2345,2429,2618,2458,2341,2221,2151,2203,29088
Kollam,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,36,34,34,41,35,25,42,27,27,44,43,28,416
Kollam,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,36,34,34,41,35,25,42,27,27,44,43,28,416
Kollam,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,0,0,9,10,62,73,11,10,0,3,7,19,204
Kollam,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,32,33,43,49,97,96,37,29,20,47,44,40,567
Kollam,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,9,14,17,15,3,2,0,2,2,1,1,0,66
Kollam,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,9,14,17,15,20,38,0,2,2,3,0,8,128
Kollam,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,13,15,17,17,21,6,17,10,9,6,9,6,146
Kollam,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,2658,2645,2546,2427,2331,2418,2603,2449,2345,2204,2129,2201,28956
Kollam,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,3542,3786,3217,2986,3155,2979,2801,2847,3125,3129,2272,2377,36216
Kollam,6.3,PNC maternal complications attended,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,23,19,9,15,13,11,18,15,17,13,11,17,181
Kollam,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,23,19,9,15,13,11,18,15,17,13,11,17,181
Kollam,7.2,Number of MTPs conducted at Private Facilities,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,163,204,217,190,206,251,230,226,263,236,213,232,2631
Kollam,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,321,377,298,378,364,411,586,442,480,418,408,372,4855
Kollam,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,484,581,515,568,570,662,816,668,743,654,621,604,7486
Kollam,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,0,3,0,12,0,0,8,9,0,0,0,0,32
Kollam,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,0,0,0,16,0,2,2,11,10,0,1,3,45
Kollam,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,0,0,0,16,0,2,2,11,10,0,1,3,45
Kollam,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,40,52,31,41,22,20,41,44,25,16,18,24,374
Kollam,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,40,52,31,41,22,20,41,44,25,16,18,24,374
Kollam,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,43,30,20,11,8,14,20,20,29,20,16,22,253
Kollam,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,2,0,0,0,0,2,0,0,0,0,0,0,4
Kollam,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,33,35,18,10,8,10,14,11,22,11,9,10,191
Kollam,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,35,35,18,10,8,12,14,11,22,11,9,10,195
Kollam,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,15,19,22,12,23,8,10,11,11,29,39,19,218
Kollam,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,10,13,4,14,4,18,0,0,0,0,0,0,63
Kollam,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,438,437,388,400,399,411,431,415,390,332,346,356,4743
Kollam,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,448,450,392,414,403,429,431,415,390,332,346,356,4806
Kollam,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,364,391,418,350,402,338,422,366,391,322,297,337,4398
Kollam,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,45,31,27,90,23,20,21,27,14,22,18,12,350
Kollam,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,107,115,113,176,101,74,142,108,111,81,99,70,1297
Kollam,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,52,61,64,97,56,48,68,43,53,40,28,21,631
Kollam,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,87,73,84,112,61,77,89,80,90,60,55,67,935
Kollam,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kollam,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,291,280,288,475,241,219,320,258,268,203,200,170,3213
Kollam,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,33,52,40,55,23,31,33,33,28,24,13,21,386
Kollam,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,47,23,44,24,30,25,36,25,32,37,39,35,397
Kollam,9.06,Number of IUCD removals,TOTAL,69,66,77,82,76,82,93,90,74,84,80,58,931
Kollam,9.07,Number of Oral Pills cycles distributed,TOTAL,191,381,483,494,434,326,290,343,569,605,679,758,5553
Kollam,9.08,Number of Condom pieces distributed,TOTAL,26680,26787,36626,43125,41528,39555,45038,43289,41583,42112,38151,39707,464181
Kollam,9.09,Number of Centchroman (weekly) pills given,TOTAL,0,0,1,0,1,1,0,0,0,0,0,0,3
Kollam,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,39,62,179,248,219,179,180,188,123,153,145,100,1815
Kollam,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,3,0,0,2,0,0,0,0,0,0,0,0,5
Kollam,9.11.2.a,Number of failures following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.11.2.b,Number of failures following female sterilization,TOTAL,4,1,0,0,1,1,4,1,0,0,2,0,14
Kollam,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,9.12,Number of Institutions having NSV trained doctors,TOTAL,3,3,3,3,3,3,3,3,3,1,1,2,Data for this item can not be cumulated
Kollam,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,2777,2685,2662,2448,2373,2439,2641,2417,2349,2262,2148,2231,29432
Kollam,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,0,0,0,1,0,0,0,0,0,1,0,0,2
Kollam,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,0,2,0,1,0,0,2,0,0,0,2,1,8
Kollam,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,2983,3200,2970,3228,3109,2933,2976,2722,2901,2612,2455,2302,34391
Kollam,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,2701,2920,2871,3089,3183,3157,3136,2628,2671,2934,2588,2549,34427
Kollam,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,2806,2654,2709,3028,3118,3030,3282,2663,2698,2689,2628,2691,33996
Kollam,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,2728,2666,2651,2440,2339,2437,2639,2396,2342,2261,2149,2215,29263
Kollam,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,2983,3200,2970,3229,3109,2936,2975,2722,2900,2612,2455,2302,34393
Kollam,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,2701,2922,2871,3090,3183,3157,3135,2628,2671,2934,2588,2549,34429
Kollam,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,2806,2654,2709,3028,3118,3030,3281,2662,2699,2689,2629,2691,33996
Kollam,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,2637,2139,1425,1717,1880,2152,2539,2077,2100,1972,1477,2198,24313
Kollam,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,0,0,0,0,1,0,0,0,0,0,2,2,5
Kollam,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,0,0,0,0,0,0,2,0,0,0,1,3,6
Kollam,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,0,0,0,0,0,0,0,0,0,3,4,2,9
Kollam,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,2922,2928,2780,3093,3147,3009,3069,2326,2391,2634,2613,2774,33686
Kollam,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,118,100,93,108,124,173,236,138,42,33,50,47,1262
Kollam,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1505,1489,1432,1566,1602,1523,1539,1181,1233,1363,1328,1427,17188
Kollam,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1417,1439,1349,1527,1545,1486,1530,1144,1160,1271,1285,1347,16500
Kollam,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,2922,2928,2781,3093,3147,3009,3069,2325,2393,2634,2613,2774,33688
Kollam,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,3266,3496,2900,2791,2890,2873,2991,2605,2642,2649,2425,2555,34083
Kollam,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,3266,3496,2899,2791,2890,2873,2991,2605,2642,2649,2425,2555,34082
Kollam,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,3498,3453,2645,2465,2073,1810,1761,1721,1565,1733,1689,1713,26126
Kollam,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,88,36,20,84,46,65,26,30,30,50,88,74,637
Kollam,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,89,22,34,91,58,33,33,18,26,53,108,67,632
Kollam,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,177,58,54,175,104,98,59,48,56,103,196,141,1269
Kollam,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,3703,4401,2035,2009,2135,2767,2941,2269,2482,2540,2076,1765,31123
Kollam,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,2328,3059,1276,1913,2836,2655,6647,4433,2056,2164,1876,950,32193
Kollam,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,958,1165,811,2168,4896,3171,8508,4875,2574,2285,882,471,32764
Kollam,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,2,0,2,2,2,3,0,9,1,0,0,0,21
Kollam,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,22,24,36,31,32,161,135,93,60,44,38,34,710
Kollam,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,1526,1551,1527,1552,1520,1511,1591,1453,1481,1456,1385,1424,17977
Kollam,10.4.2,Number of Immunisation sessions held during the month,TOTAL,1526,1550,1526,1552,1520,1511,1591,1453,1481,1452,1385,1423,17970
Kollam,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,1484,1503,1478,1512,1480,1484,1558,1368,1389,1397,1352,1342,17347
Kollam,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,0,0,0,4,0,0,0,0,0,0,0,0,4
Kollam,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,2450,2268,2021,1907,1823,1541,1556,1301,1197,1000,619,686,18369
