District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Muzaffarpur,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,680,654,560,885,615,440,367,592,1510,1564,1452,1188,10507
Muzaffarpur,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,156,111,140,258,150,94,63,91,177,398,339,302,2279
Muzaffarpur,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,NA,11,NA,NA,NA,NA,NA,NA,NA,10,13,11,45
Muzaffarpur,9.06,Number of IUCD removals,TOTAL,159,143,148,236,222,220,212,220,320,335,319,292,2826
Muzaffarpur,9.07,Number of Oral Pills cycles distributed,TOTAL,1393,1550,1380,1490,1758,1703,1596,1958,2752,2830,3058,2528,23996
Muzaffarpur,9.08,Number of Condom pieces distributed,TOTAL,10654,11321,9607,11178,6857,8142,3943,5913,6707,11794,11210,9640,106966
Muzaffarpur,9.09,Number of Centchroman (weekly) pills given,TOTAL,160,178,127,127,187,172,55,147,224,252,50,144,1823
Muzaffarpur,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,160,195,215,251,191,266,268,307,439,453,331,367,3443
Muzaffarpur,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,1,1
Muzaffarpur,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,0,0,9,9,0,0,0,0,0,0,0,0,18
Muzaffarpur,9.11.2.a,Number of failures following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,9.11.2.b,Number of failures following female sterilization,TOTAL,0,0,0,1,0,0,0,0,0,0,0,0,1
Muzaffarpur,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,9.12,Number of Institutions having NSV trained doctors,TOTAL,2,2,2,2,3,2,3,5,3,21,17,21,Data for this item can not be cumulated
Muzaffarpur,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,6667,6284,6352,9005,9915,10385,10269,10118,11215,10425,10471,8785,109891
Muzaffarpur,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,353,114,131,76,58,7,105,0,0,1,0,0,845
Muzaffarpur,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,1594,748,637,438,267,150,156,47,25,19,2,3,4086
Muzaffarpur,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,3919,2155,1684,1270,649,493,330,157,86,36,25,17,10821
Muzaffarpur,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,8553,7036,6280,7604,7306,9041,10008,9975,10767,10465,9767,10261,107063
Muzaffarpur,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,7250,7777,6857,7441,6747,7376,8287,8857,9883,10254,9912,10403,101044
Muzaffarpur,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,5152,6240,6476,7408,6370,7021,7171,7352,8633,9410,9265,10093,90591
Muzaffarpur,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,4405,4331,4618,6093,7007,6749,6161,6952,7122,7133,7257,5325,73153
Muzaffarpur,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,8317,6842,6240,7340,7322,8885,9878,9499,10758,10484,9898,10227,105690
Muzaffarpur,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,8302,8154,7143,7419,6871,7335,8254,8469,9796,10198,10305,10383,102629
Muzaffarpur,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,8241,7951,7536,7934,6787,7164,7215,7183,8750,9012,9537,9848,97158
Muzaffarpur,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,2192,2076,2415,3074,3541,3453,3240,4065,4455,4432,3823,3442,40208
Muzaffarpur,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,97,200,108,193,152,63,409,30,2,64,51,12,1381
Muzaffarpur,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,1554,760,562,494,327,169,173,72,22,63,33,12,4241
Muzaffarpur,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,3976,2214,1668,1216,696,501,314,140,88,102,27,21,10963
Muzaffarpur,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,7081,7926,8195,10008,8342,8918,9552,8384,8906,7647,7294,7395,99648
Muzaffarpur,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,6774,6417,6151,7472,6099,6710,6845,6036,7523,8120,8602,8828,85577
Muzaffarpur,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,6751,7161,7597,9325,8038,8562,8692,7980,8715,7374,7227,7231,94653
Muzaffarpur,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,4370,4738,4218,5734,4966,5826,5828,4389,4612,3983,4664,3796,57124
Muzaffarpur,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,3861,4202,3848,4880,4336,5098,4972,3905,4136,3513,4069,3407,50227
Muzaffarpur,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,8231,8940,8066,10614,9302,10924,10800,8294,8748,7496,8733,7203,107351
Muzaffarpur,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,7380,6618,6051,7531,6045,6769,6875,5970,7588,7982,8594,8592,85995
Muzaffarpur,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,7394,6384,5990,7269,6106,6725,6819,5747,7477,7958,8572,8589,85030
Muzaffarpur,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,25,0,32,22,1,10,3,0,6,5,0,0,104
Muzaffarpur,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1462,1285,1433,1727,1587,1775,1561,1357,1936,1667,1633,1551,18974
Muzaffarpur,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1271,1151,1235,1443,1288,1408,1428,1178,1774,1522,1454,1424,16576
Muzaffarpur,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,2733,2436,2668,3170,2875,3183,2989,2535,3710,3189,3087,2975,35550
Muzaffarpur,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,757,680,642,939,1034,1223,1345,1192,1483,1849,1923,2001,15068
Muzaffarpur,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,2188,1989,1902,2035,2049,2385,2256,2023,2145,2629,2443,2534,26578
Muzaffarpur,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,3074,2791,2660,2883,3035,3409,3248,2971,3520,4002,3744,3868,39205
Muzaffarpur,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,2,0,0,0,0,0,6,4,3,0,0,4,19
Muzaffarpur,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,1,0,0,0,0,0,0,0,0,0,1
Muzaffarpur,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,13,2,6,0,2,3,6,9,13,4,0,5,63
Muzaffarpur,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,3788,3752,3827,3925,3682,3867,3882,3658,3756,3665,3737,3771,45310
Muzaffarpur,10.4.2,Number of Immunisation sessions held during the month,TOTAL,3777,3721,3614,3901,3609,3820,3844,3614,3727,3644,3703,3760,44734
Muzaffarpur,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,3515,3500,3382,3625,3343,3580,3584,3424,3504,3389,3416,3482,41744
Muzaffarpur,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,6976,6426,5923,7252,6067,6532,6397,5884,7776,7779,8435,8442,83889
Muzaffarpur,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,5087,5691,5943,7029,5222,5849,5656,5029,4436,3458,2875,2923,59198
Muzaffarpur,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,2220,2044,2154,2778,1707,2030,2163,1893,1584,1939,1275,1557,23344
Muzaffarpur,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,539,370,408,430,315,311,286,293,249,267,183,200,3851
Muzaffarpur,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,2,0,4,0,2,0,0,0,9,4,22,1,44
Muzaffarpur,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,186,218,340,579,519,627,503,533,810,502,412,381,5610
Muzaffarpur,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,2,7,0,0,0,0,41,0,7,4,0,0,61
Muzaffarpur,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,13.1,Number of Patients operated for cataract,TOTAL,3916,2437,1960,1714,3091,3643,3496,3488,3689,5803,7073,5986,46296
Muzaffarpur,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,3866,2417,1939,1694,3070,3611,3460,3432,3628,5755,7020,5922,45814
Muzaffarpur,13.3,Number of School children detected with Refractive errors,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,13.4,Number of children provided free glasses,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,13.5,Number of eyes collected through eye donation,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,13.6,Number of eyes utilised for corneal transplant,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,1,1,2,1,2,2,2,2,2,2,2,2,Data for this item can not be cumulated
Muzaffarpur,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,1,5,7,7,6,12,15,12,14,24,23,25,Data for this item can not be cumulated
Muzaffarpur,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,2370,2771,2125,2600,2076,2442,2258,2486,2636,2612,2640,2643,Data for this item can not be cumulated
Muzaffarpur,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,1,1,2,1,2,2,2,2,3,3,3,2,Data for this item can not be cumulated
Muzaffarpur,14.05,Number of RKS meetings held during the month,TOTAL,4,7,7,5,5,13,16,12,11,10,12,11,113
Muzaffarpur,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,3,4,8,9,8,8,13,13,14,27,25,26,Data for this item can not be cumulated
Muzaffarpur,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,667,854,706,1362,1683,1515,1648,1559,1807,1987,1507,1558,16853
Muzaffarpur,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,Data for this item can not be cumulated
Muzaffarpur,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,NA,NA,0,0,0,0,0,0,0,0,0,1,Data for this item can not be cumulated
Muzaffarpur,14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,786,848,848,983,790,1003,1063,803,950,836,758,903,10571
Muzaffarpur,14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,1710,1780,1902,2035,1929,1914,1643,1287,1770,1700,1696,1894,21260
Muzaffarpur,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,697,776,639,776,854,918,997,652,931,768,855,1268,10131
Muzaffarpur,14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,4072,4098,4210,6176,6920,6520,6364,5549,7092,7380,6862,5573,70816
Muzaffarpur,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,1483,1624,1487,1759,1644,1921,2060,1455,1881,1604,1613,2171,20702
Muzaffarpur,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,5782,5878,6112,8211,8849,8434,8007,6836,8862,9080,8558,7467,92076
Muzaffarpur,14.10.2.a,Number of death cases of Inpatient males,TOTAL,83,82,120,93,81,87,103,101,105,109,106,108,1178
Muzaffarpur,14.10.2.b,Number of death cases of Inpatient females,TOTAL,58,56,70,62,57,59,67,56,78,68,64,61,756
Muzaffarpur,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,141,138,190,155,138,146,170,157,183,177,170,169,1934
Muzaffarpur,14.11,In-Patient Head Count at midnight,TOTAL,4653,3957,3731,5465,5040,5484,4862,3398,6864,5442,6319,5877,61092
Muzaffarpur,14.12.1,OPD attendance (All),TOTAL,281948,277537,260356,280989,275512,301029,281219,236035,276786,267719,275405,280094,3294629
Muzaffarpur,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,540,441,660,1039,378,774,772,714,2830,1956,2315,1695,14114
Muzaffarpur,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,11,30,39,54,22,285,22,16,62,44,66,59,710
Muzaffarpur,14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,2736,2614,2354,2781,2041,2454,2818,2460,3256,2697,2866,2891,31968
Muzaffarpur,14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,14.14.a,Number of patients given AYUSH treatment,TOTAL,44877,47412,43338,44784,48918,50067,46747,45225,53266,49094,50960,44770,569458
Muzaffarpur,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,6221,7234,5406,6995,6560,7206,8029,6944,7460,7690,7756,7960,85461
Muzaffarpur,14.14.c,Number of Adolescents counselled,TOTAL,55,52,35,70,70,135,65,85,106,105,90,145,1013
Muzaffarpur,15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,3469,3788,1342,3547,2372,4784,4032,2666,5296,5375,6146,6733,49550
Muzaffarpur,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,192,176,46,232,73,287,330,155,189,177,158,158,2173
Muzaffarpur,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,704,362,197,585,399,536,664,639,603,587,789,567,6632
Muzaffarpur,15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,37,39,1,39,31,24,23,25,12,15,28,34,308
Muzaffarpur,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,825,396,221,846,449,640,933,1151,1882,1656,2630,1569,13198
Muzaffarpur,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,24,16,2,18,17,17,18,21,16,15,16,21,201
Muzaffarpur,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,1180,1089,541,1381,895,1528,1059,1242,1206,1701,2103,1389,15314
Muzaffarpur,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,1,1,1,3,2,5,2,5,4,3,1,0,28
Muzaffarpur,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,2709,1847,959,2812,1743,2704,2656,3032,3691,3944,5522,3525,35144
Muzaffarpur,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,62,56,4,60,50,46,43,51,32,33,45,55,537
Muzaffarpur,15.2,Number of Widal tests conducted,Number tested,253,257,18,178,261,105,53,59,34,101,124,182,1625
Muzaffarpur,15.3.a,Number of VDRL tests conducted on males,Number tested,58,61,1,612,21,80,8,10,16,113,6,155,1141
Muzaffarpur,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,40,113,0,0,38,196,32,0,37,304,102,396,1258
Muzaffarpur,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,168,164,43,62,60,215,0,5,0,410,238,468,1833
Muzaffarpur,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,266,338,44,674,119,491,40,15,53,827,346,1019,4232
Muzaffarpur,15.4.1,Number of blood smears examined for Malaria,TOTAL,198,170,18,133,203,309,331,290,130,146,98,381,2407
Muzaffarpur,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,13,13,0,0,0,0,0,4,0,0,0,39,69
Muzaffarpur,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,120,105,0,0,0,0,0,0,0,0,0,0,225
Muzaffarpur,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,3826,4200,9200,9300,8000,5690,3450,2450,3950,3450,3450,3450,60416
Muzaffarpur,16.1.1,Stock position of DPT vaccines,2. Stocks Received,1500,5000,5000,0,2000,0,0,3500,0,1000,NA,NA,18000
Muzaffarpur,16.1.1,Stock position of DPT vaccines,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.1,Stock position of DPT vaccines,4. Stock Distributed,3070,0,4900,1300,4310,2240,1000,3000,500,1000,NA,NA,21320
Muzaffarpur,16.1.1,Stock position of DPT vaccines,5. Total Stock,2256,9200,9300,8000,5690,3450,2450,2950,3450,3450,3450,3450,57096
Muzaffarpur,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,NA,18500,13500,16625,13366,7336,8800,7768,8700,7831,7831,7831,118088
Muzaffarpur,16.1.1A,Stock Position of Pentavalent,2. Stocks Received,NA,0,12384,0,3456,7776,5184,8064,5184,6048,NA,NA,48096
Muzaffarpur,16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,NA,5000,9259,3259,9486,6312,6216,7132,6053,6048,NA,NA,58765
Muzaffarpur,16.1.1A,Stock Position of Pentavalent,5. Total Stock,0,13500,16625,13366,7336,8800,7768,8700,7831,7831,7831,7831,107419
Muzaffarpur,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,2007,2150,2150,4625,5080,1290,3050,550,2300,980,980,980,26142
Muzaffarpur,16.1.2,Stock position of OPV vaccines,2. Stocks Received,1600,7000,10000,5000,8000,11100,6000,10000,7000,9000,NA,NA,74700
Muzaffarpur,16.1.2,Stock position of OPV vaccines,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.2,Stock position of OPV vaccines,4. Stock Distributed,2560,7000,7525,4545,7218,9340,8500,8250,8320,9000,NA,NA,72258
Muzaffarpur,16.1.2,Stock position of OPV vaccines,5. Total Stock,1047,2150,4625,5080,5862,3050,550,2300,980,980,980,980,28584
Muzaffarpur,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,4290,4940,7840,13540,5250,4200,1200,1150,4500,5800,5800,5800,64310
Muzaffarpur,16.1.3,Stock position of TT vaccines,2. Stocks Received,3150,3000,10000,0,7000,4955,8000,10000,8000,10000,NA,NA,64105
Muzaffarpur,16.1.3,Stock position of TT vaccines,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.3,Stock position of TT vaccines,4. Stock Distributed,2050,100,4300,8290,8050,7955,8050,5550,6700,10000,NA,NA,61045
Muzaffarpur,16.1.3,Stock position of TT vaccines,5. Total Stock,5390,7840,13540,5250,4200,1200,1150,5600,5800,5800,5800,5800,67370
Muzaffarpur,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.1.4,Stock position of DT vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.1.4,Stock position of DT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.1.4,Stock position of DT vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.1.4,Stock position of DT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,2918,4200,4200,7000,8450,8150,8320,7320,5450,5950,5950,5950,73858
Muzaffarpur,16.1.5,Stock position of BCG vaccines,2. Stocks Received,1600,5000,8050,4000,7000,6000,4000,5000,6000,5000,NA,NA,51650
Muzaffarpur,16.1.5,Stock position of BCG vaccines,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.5,Stock position of BCG vaccines,4. Stock Distributed,3870,5000,5250,2550,7300,5830,5000,6870,5500,5000,NA,NA,52170
Muzaffarpur,16.1.5,Stock position of BCG vaccines,5. Total Stock,648,4200,7000,8450,8150,8320,7320,5450,5950,5950,5950,5950,73338
Muzaffarpur,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,998,2540,5290,5000,10000,11200,10350,7250,6100,5250,5250,5250,74478
Muzaffarpur,16.1.6,Stock position of Measles vaccines,2. Stocks Received,3750,12000,15000,10000,17500,12000,8000,8000,13000,10000,NA,NA,109250
Muzaffarpur,16.1.6,Stock position of Measles vaccines,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.6,Stock position of Measles vaccines,4. Stock Distributed,3890,9250,15290,5000,16300,12850,11100,9150,13850,10000,NA,NA,106680
Muzaffarpur,16.1.6,Stock position of Measles vaccines,5. Total Stock,858,5290,5000,10000,11200,10350,7250,6100,5250,5250,5250,5250,77048
Muzaffarpur,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,2847,2550,2550,1880,4070,3910,100,1100,1050,2700,2700,2700,28157
Muzaffarpur,16.1.7,Stock position of JE vaccines,2. Stocks Received,2500,5000,3000,5000,11000,3900,7000,5000,10000,6000,NA,NA,58400
Muzaffarpur,16.1.7,Stock position of JE vaccines,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.7,Stock position of JE vaccines,4. Stock Distributed,2875,5000,2670,2810,11660,7710,6000,5050,8350,6000,NA,NA,58125
Muzaffarpur,16.1.7,Stock position of JE vaccines,5. Total Stock,2472,2550,2880,4070,3410,100,1100,1050,2700,2700,2700,2700,28432
Muzaffarpur,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,NA,1750,1750,4050,4525,5500,6500,5450,5300,5000,5000,5000,49825
Muzaffarpur,16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,NA,2500,5500,2000,4000,2050,0,2000,0,2500,NA,NA,20550
Muzaffarpur,16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Muzaffarpur,16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,NA,2500,3200,1525,3025,1050,1050,2150,300,2500,NA,NA,17300
Muzaffarpur,16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,0,1750,4050,4525,5500,6500,5450,5300,5000,5000,5000,5000,53075
Muzaffarpur,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarpur,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffarpur,16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
