District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Nagpur,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,2. 15-55 yrs.,2,2,2,4,2,7,3,4,2,2,2,2,34
Nagpur,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,3. Above 55 yrs.,1,2,NA,3,3,3,2,NA,3,1,1,1,20
Nagpur,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,4. Total,3,4,2,8,5,10,5,4,6,3,3,3,56
Nagpur,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2
Nagpur,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,2. 15-55 yrs.,4,7,4,7,9,8,9,11,4,4,2,8,77
Nagpur,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,3. Above 55 yrs.,49,92,75,81,128,100,68,111,98,102,71,63,1038
Nagpur,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,4. Total,54,99,79,88,137,108,77,123,102,106,73,71,1117
Nagpur,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
Nagpur,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
Nagpur,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,2. 15-55 yrs.,NA,1,NA,NA,2,1,1,1,1,NA,NA,NA,7
Nagpur,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,3. Above 55 yrs.,2,NA,NA,1,5,3,1,3,1,NA,NA,5,21
Nagpur,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,4. Total,2,1,NA,1,7,4,2,4,2,NA,NA,5,28
Nagpur,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Nagpur,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,2. 15-55 yrs.,2,3,2,3,3,1,1,1,NA,NA,NA,1,17
Nagpur,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,3. Above 55 yrs.,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,1,6
Nagpur,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,4. Total,3,4,2,5,4,1,1,1,NA,NA,1,2,24
Nagpur,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2
Nagpur,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,2. 15-55 yrs.,26,30,29,31,40,26,33,39,33,31,29,14,361
Nagpur,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,3. Above 55 yrs.,56,61,64,56,87,80,49,60,57,89,66,69,794
Nagpur,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,4. Total,82,91,93,87,128,106,82,99,91,120,95,83,1157
Nagpur,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,3
Nagpur,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,2. 15-55 yrs.,5,12,9,13,11,7,7,7,10,7,14,4,106
Nagpur,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,3. Above 55 yrs.,43,58,44,48,63,56,40,58,71,83,37,48,649
Nagpur,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,4. Total,48,70,53,62,74,63,48,65,81,90,51,53,758
Nagpur,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,2. 15-49 yrs,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Nagpur,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,4. Total,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Nagpur,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,2. 15-49 yrs,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,4
Nagpur,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagpur,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,4. Total,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,4
Nagpur,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,1,1,1,1,1,1,2,1,NA,NA,NA,1,10
Nagpur,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,2. 15-55 yrs.,23,16,16,17,12,21,16,13,19,12,15,10,190
Nagpur,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,3. Above 55 yrs.,3,3,2,3,11,5,14,6,8,6,4,3,68
Nagpur,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,4. Total,27,20,19,21,24,27,32,20,27,18,19,14,268
Nagpur,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Nagpur,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,2. 15-55 yrs.,9,15,23,16,19,23,10,17,12,13,13,16,186
Nagpur,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,3. Above 55 yrs.,3,2,NA,NA,2,3,2,4,2,1,1,2,22
Nagpur,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,4. Total,12,17,23,16,21,26,12,21,14,15,14,18,209
Nagpur,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
Nagpur,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,2. 15-55 yrs.,1,1,NA,2,1,2,1,NA,NA,NA,NA,NA,8
Nagpur,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,3. Above 55 yrs.,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3
Nagpur,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,4. Total,1,2,NA,3,2,3,1,NA,NA,NA,NA,NA,12
Nagpur,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2
Nagpur,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,2. 15-55 yrs.,6,8,9,8,9,11,10,7,1,2,NA,2,73
Nagpur,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,3. Above 55 yrs.,22,23,16,19,30,25,19,33,19,13,5,10,234
Nagpur,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,4. Total,28,31,26,28,39,36,29,40,20,15,5,12,309
Nagpur,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Nagpur,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,2. 15-55 yrs.,16,26,26,29,41,35,17,22,13,20,22,12,279
Nagpur,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,3. Above 55 yrs.,75,98,59,82,138,79,69,112,82,62,58,44,958
Nagpur,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,4. Total,93,124,86,111,179,114,86,134,95,82,80,56,1240
Nagpur,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,2,NA,1,1,NA,2,1,NA,1,1,NA,NA,9
Nagpur,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,2. 15-55 yrs.,11,22,14,14,16,13,10,12,14,14,9,15,164
Nagpur,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,3. Above 55 yrs.,47,80,59,58,87,73,70,84,54,100,57,67,836
Nagpur,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,4. Total,60,102,74,73,103,88,81,96,69,115,66,82,1009
Nanded,1.1,Total number of pregnant women Registered for ANC,TOTAL,6443,5449,6154,6439,5417,5898,6006,5942,6152,7497,7556,6421,75374
Nanded,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,5362,4367,4984,5474,4545,4649,5149,5098,5175,6277,6232,5397,62709
Nanded,1.2,Number of Pregnant women registered under JSY,TOTAL,2362,1776,2044,1764,1680,1796,1955,1596,1788,2269,2376,2110,23516
Nanded,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,5498,5898,6300,6131,5830,5197,5155,5610,6176,6494,6157,6755,71201
Nanded,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,3095,3598,3589,3713,3206,3004,3633,2962,3673,4060,3867,3404,41804
Nanded,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,5031,4974,5259,5407,5030,4772,5075,4890,5582,7174,6192,6098,65484
Nanded,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,2228,2302,2663,2351,2651,3007,2869,2607,2977,3407,3535,3322,33919
Nanded,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,35,28,11,90,67,67,71,16,29,8,34,8,464
Nanded,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,1,6,4,1,13,9,7,3,4,2,9,2,61
Nanded,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,5440,4395,4648,4165,4217,3553,4559,3571,4003,5442,5370,4144,53507
Nanded,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,431,252,259,356,395,198,361,182,198,222,164,267,3285
Nanded,1.8,Number of pregnancy test kits used at SC level,TOTAL,942,598,735,1161,1008,1063,1209,1170,1282,1522,1675,1222,13587
Nanded,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,7,10,10,12,16,13,5,10,8,3,1,8,103
Nanded,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,2,2,6,9,10,12,10,10,13,6,1,4,85
Nanded,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,9,12,16,21,26,25,15,20,21,9,2,12,188
Nanded,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,9,10,14,21,26,21,15,18,19,9,2,10,174
Nanded,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,1,0,10,5,9,9,1,0,6,0,1,4,46
Nanded,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,4465,4878,4148,3190,3796,4591,3762,3420,3325,3372,2908,3068,44923
Nanded,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,1216,1843,831,960,1249,1291,615,810,538,707,983,742,11785
Nanded,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,1107,1253,786,924,1044,1312,933,1438,1916,991,783,2463,14950
Nanded,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,369,372,350,317,338,336,315,233,283,341,322,1252,4828
Nanded,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,0
Nanded,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,688,393,269,1423,1720,921,1717,1522,1343,1196,1010,1078,13280
Nanded,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,58,81,80,85,68,112,110,103,142,68,35,145,1087
Nanded,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,19,32,14,36,16,41,15,3,17,0,20,29,242
Nanded,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanded,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Nanded,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,0,0,0,1,0,0,2,0,0,2,3,4,12
Nanded,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,343,340,37,325,134,327,114,111,99,168,83,152,2233
Nanded,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanded,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,343,340,37,326,134,327,116,111,99,170,86,156,2245
Nanded,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,0,43,74,76,88,83,672,632,400,401,396,521,3386
Nanded,4.1.1.a,Number of male live births,TOTAL,2685,2440,2234,2354,2817,2835,2735,2573,2262,2330,1957,2211,29433
Nanded,4.1.1.b,Number of female live births,TOTAL,2394,2787,2078,2177,2758,2636,2724,2386,2391,2182,1942,1915,28370
Nanded,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,5079,5227,4312,4531,5575,5471,5459,4959,4653,4512,3899,4126,57803
Nanded,4.1.2,Number of still births,TOTAL,87,66,131,106,70,95,42,46,51,36,40,38,808
Nanded,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,127,119,77,82,85,32,43,36,61,47,37,42,788
Nanded,4.2.1,Number of Newborns weighed at birth,TOTAL,5060,5206,4272,4518,5514,5373,5445,4944,4583,4507,3880,4116,57418
Nanded,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,824,566,405,495,781,564,593,524,314,346,375,311,6098
Nanded,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,4914,5195,4071,4485,5367,5383,5452,4844,4587,4485,3755,3952,56490
Nanded,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,1,18,4,0,2,1,0,0,0,0,8,0,34
Nanded,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,106,115,68,75,51,57,42,54,46,62,31,21,728
Nanded,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,126,128,540,1009,233,244,222,133,88,190,145,183,3241
Nanded,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanded,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,233,261,612,1084,286,302,264,187,134,252,184,204,4003
Nanded,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,13,1,10,223,158,9,21,14,8,13,5,9,484
Nanded,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,86,105,220,562,205,165,160,129,126,121,119,112,2110
Nanded,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,65,59,351,223,69,43,58,26,21,70,23,29,1037
Nanded,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,99,78,43,378,154,58,39,160,27,106,28,64,1234
Nanded,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,32,28,7,131,48,13,24,11,10,31,18,20,373
Nanded,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,3776,4734,3708,3642,4546,4401,4334,3980,4100,3668,3167,3367,47423
Nanded,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,2336,2854,1658,2368,2265,1779,2119,1342,1828,2014,1628,2082,24273
Nanded,6.3,PNC maternal complications attended,TOTAL,206,43,24,79,30,32,26,20,23,15,70,57,625
Nanded,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,47,8,13,6,29,9,20,19,21,20,11,17,220
Nanded,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,53,0,0,0,0,0,0,0,1,0,0,0,54
Nanded,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,100,8,13,6,29,9,20,19,22,20,11,17,274
Nanded,7.2,Number of MTPs conducted at Private Facilities,TOTAL,18,79,24,2,11,11,13,8,7,4,6,17,200
Nanded,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,162,203,108,187,103,77,130,250,109,145,190,135,1799
Nanded,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,360,267,168,667,277,200,223,481,297,214,462,254,3870
Nanded,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,522,470,276,854,380,277,353,731,406,359,652,389,5669
Nanded,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,0,0,0,20,0,0,0,0,0,12,0,0,32
Nanded,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,1,5,0,1,2,4,8,0,4,1,26
Nanded,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,1,0,0,3,0,2,0,2,0,0,8
Nanded,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,0,0,0,0,1,0,0,1,6,0,0,0,8
Nanded,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanded,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,0,0,2,5,1,4,2,7,14,2,4,1,42
Nanded,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanded,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,10,0,34,78,5,151,131,287,127,168,126,56,1173
Nanded,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,0,0,0,0,0,0,64,204,83,108,33,492
Nanded,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,12,0,0,0,0,0,0,30,139,37,30,50,298
Nanded,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanded,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,22,0,34,78,5,151,131,381,470,288,264,139,1963
Nanded,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanded,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,55,62,260,713,728,834,590,2267,2601,1289,1185,845,11429
Nanded,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,39,5,3,134,121,157,110,408,353,324,346,162,2162
Nanded,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,43,18,182,279,244,257,229,431,366,327,297,247,2920
Nanded,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanded,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,137,85,445,1126,1093,1248,929,3106,3320,1940,1828,1254,16511
Nanded,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,71,123,139,50,73,41,114,65,98,64,79,202,1119
Nanded,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanded,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,0,0,0,0,0,0,1,0,1,0,0,4,6
Nanded,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,1,0,0,0,0,0,1,0,0,0,0,9,11
Nanded,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
